Phylum,Class-Order,Family,Species,Reference,Genome sequence
Firmicutes,Clostridia-Clostridiales XIII,Family XI Incertae Sedis,Peptoniphilus senegalensis,"(Lagier et al., 2012)",NZ_HE610717.1
Firmicutes,Clostridia-Clostridiales XIII,Family XI Incertae Sedis,Peptoniphilus timonensis,"(Lagier et al., 2012)",HE978593.1
Firmicutes,Clostridia-Clostridiales XIII,Family XI Incertae Sedis,Tissierella praeacuta,"(Tissier, 1900; Collins & Shah, 1986)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anaerostipes butyraticus,"(Ley et al., 2006)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anaerostipes caccae,"(Schwiertz et al., 2002)",NZ_DS499733.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anaerostipes coli,"(Muñoz-Tamayo et al., 2011)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anaerostipes rhamnosus,Nam Bui UNPUB,none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anaerostipes hadrus,"(Moore et al., 1976; Allen-Vercoe et al., 2012)",NZ_KB290637.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anoxystipes contortum,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anoxystipes fissicatena,"(Ley et al., 2006)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Anoxystipes oroticum,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Bacteroides pectinophilus,"(Jensen & Canale-Parola, 1986)",NZ_DS996921.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia coccoides,"(Benno et al., 1986; Liu et al., 2008)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia faecis,"(Park et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia glucerasea,"(Ley et al., 2006)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia hansenii,"(Liu et al., 2008)",NZ_GG698588.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia hydrogenotrophica,"(Bernalier et al., 1996; Liu et al., 2008)",NZ_GG657679.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia luti,"(Simmering et al., 2002; Liu et al., 2008)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia (Ruminococcus) massiliensis,"(Lagier et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia (Ruminococcus) obeum,"(Moore et al., 1976; Liu et al., 2008)",NZ_DS264338.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia producta,"(Moore & Holdeman, 1974; Ezaki et al., 1994; Liu et al., 2008)",NZ_KB892682.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia stercoris,"(Park et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Blautia wexlerae,"(Liu et al., 2008)",AXVN01000001.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Butyrivibrio crossotus,"(Moore et al., 1976)",ABWN01000017.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Butyrivibrio fibrisolvens,"(Brown & Moore, 1960)",NZ_ATVY01000027.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Cellulosilyticum lentocellum,"(Li et al., 2008)",NC_015275.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium aminovalericum,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium aldenense,"(Lagier et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium asparagiforme,"(Mohan et al., 2006)",NZ_GG657592.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium bolteae,"(Song et al., 2003)",NZ_DS480698.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium citroniae,"(Lagier et al., 2012)",NZ_JH376420.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium clostridioforme,"(Kaneuchi et al., 1976)",NZ_KB850966.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium glycyrrhizinilyticum,"(Sakuma et al., 2006)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium hathewayi,"(Steer et al., 2001)",NZ_JH379027.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium herbivorans,"(Nam et al., 2008)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium hylemonae,"(Kitahara et al., 2000)",NZ_GG657759.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium indolis,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium lactatifermentans,"(Song et al., 2002)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium lavalense,"(Domingo et al., 2009)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium methoxybenzovorans,"(Ott et al., 2004)",ATXD01000006.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium nexile,"(Holdeman & Moore, 1974)",NZ_DS995339.4
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium populeti,"(Nam et al., 2008)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium scindens,"(Kitahara et al., 2000)",NZ_DS499697.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium sphenoides,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Clostridium symbiosum,"(Kaneuchi et al., 1976)",NZ_GL834358.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Coprococcus catus,"(Holdeman & Moore, 1974)",NC_021009.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Coprococcus comes,"(Holdeman & Moore, 1974)",NZ_GG662007.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Coprococcus eutactus,"(Holdeman & Moore, 1974)",DS483532.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Dorea formicigenerans,"(Holdeman & Moore, 1974; Taras et al., 2002)",NZ_AAXA02000015.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Dorea longicatena,"(Taras et al., 2002)",NZ_DS264392.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Dorea massiliensis,"(Pfleiderer et al., 2013)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium cellulosolvens,"(Finegold et al., 1977)",NZ_CM001487.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium eligens,"(Holdeman & Moore, 1974)",NC_012778.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium hallii,"(Holdeman & Moore, 1974)",NZ_ACEP01000029.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium ramulus,"(Moore et al., 1976)",NZ_KI271092.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium rectale,"(Moore & Holdeman, 1974)",NC_012781.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium ruminantium,"(Moore & Holdeman, 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Eubacterium ventriosum,"(Eggerth, 1935)",NZ_DS264270.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Fusicatenibacter saccharivorans,"(Takada et al., 2013)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Hespellia porcina,"(Peris-Bondia et al., 2011)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Hespellia stercorisuis,"(Peris-Bondia et al., 2011)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Howardella ureilytica,"(Lagier et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lachnoanaerobaculum saburreum,"(Palmer et al., 2007; Hedberg et al., 2012)",NZ_AJGH01000103.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lachnoanaerobaculum umeaense,"(Hedberg et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Bacteroides galacturonicus,"(Jensen & Canale-Parola, 1986)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lachnospira pectinoschiza,"(Wilson & Blitchington, 1996)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lactobacillus rogosae,"(Holdeman & Moore, 1974)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lactonifactor longoviformis,"(Clavel et al., 2007)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Lachnobacterium bovis," (Lagier et al., 2012)",NZ_ATWB01000003.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Marvinbryantia formatexigens,"(Wolin et al., 2003; Wolin et al., 2008)",ACCL02000005.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Moryella indoligenes,"(Lagier et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Oribacterium sinus,"(Lagier et al., 2012)",NZ_GG668534.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Parasporobacterium paucivorans,"(Nam et al., 2008)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Robinsoniella peoriensis,"(Gomez et al., 2011)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia faecis,"(Duncan et al., 2006)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia hominis,"(Duncan et al., 2006)",NC_015977.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia intestinalis,"(Duncan et al., 2002)",NC_021040.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia inulinivorans,"(Duncan et al., 2006)",NZ_HF990107.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus gauvreauii,"(Domingo et al., 2008)",AUDP01000001.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus gnavus,"(Moore et al., 1976)",NZ_AAYG02000009.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus faecis,"(Kim et al., 2011)",none
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus lactaris,"(Moore et al., 1976)",NZ_DS990191.1
Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus torques,"(Holdeman & Moore, 1974)",NZ_DS264345.1
Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Anaerofustis stercorihominis,"(Finegold et al., 2004)",NZ_DS560019.1
Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium barkeri,"(Finegold et al., 1974)",none
Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium callanderi,"(Lagier et al., 2012)",none
Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium limosum,"(Moore & Holdeman, 1974)",NC_014624.2
,,,,,
Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Pseudoramibacter alactolyticus,"(Benno et al., 1986; Willems & Collins, 1996)",NZ_GL622359.1
Firmicutes,Erysipelotrichi-Erysipelotrichales,Erysipelotrichaceae,Turicibacter sanguinis,"(Cuív et al., 2011)",NZ_ADMN01000030.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Clostridium innocuum,"(Finegold et al., 1974)",NZ_KB850943.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium biforme,"(Holdeman & Moore, 1974)",NZ_DS996841.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium cylindroides,"(Cato et al., 1974)",NC_021019.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium dolichum,"(Woodmansey et al., 2004)",DS483477.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium tortuosum,"(Eggerth, 1935)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Dielma fastidiosa,"(Lagier et al., 2012)",HE578923.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Streptococcus pleomorphus,"(Ley et al., 2006)",NZ_ATUT01000001.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Catenibacterium mitsuokai,"(Kageyama & Benno, 2000)",NZ_ACCK01000411.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Coprobacillus cateniformis,"(Kageyama & Benno, 2000)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Eggerthia catenaformis,"(Eggerth, 1935; Salvetti et al., 2011)",AUGJ01000001.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Kandleria vitulina,"(Mitsuoka, 1992; Salvetti et al., 2011)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Stoquefichus massiliensis,"(Pfleiderer et al., 2013)",HG005284.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Anaerorhabdus furcosa,"(Moore & Holdeman, 1974; Shah & Collins, 1986)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Bulleidia extructa,"(Lagier et al., 2012)",NZ_ADFR01000002.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium cocleatum,"(Kaneuchi, 1979)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium ramosum,"(Moore & Holdeman, 1974)",NZ_DS499659.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium saccharogumia,"(Clavel et al., 2007)",none
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium spiroforme,"(Kaneuchi, 1979)",NZ_DS562854.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Holdemania filiformis,"(Willems et al., 1998)",GG657561.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Holdemania massiliensis,"(Pfleiderer et al., 2013)",HE998567.1
Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Solobacterium moorei,"(Kageyama & Benno, 2000)",GL637665.1
Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Acidaminococcus fermentans,"(Moore & Holdeman, 1974)",NC_013740.1
Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Acidaminococcus intestini,"(Jumas-Bilak et al., 2007)",NC_016077.1
Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Phascolarctobacterium faecium,"(Hayashi et al., 2002)",none
Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Phascolarctobacterium succinatutens,"(Watanabe et al., 2011)",AEVN01000118.1
Firmicutes,Negativicutes-Selenomonadales IX,Peptococcaceae,Peptococcus niger,"(Van Eldere et al., 1987)",none
Firmicutes,Negativicutes-Selenomonadales IX,Peptococcaceae,Desulfitobacterium frappieri,"(van de Pas et al., 2001)",NC_007907.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Allisonella histaminiformans,"(Hayashi et al., 2002)",none
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister invisus,"(Lin et al., 2013)",NZ_GG698602.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister pneumosintes,"(Finegold et al., 1974)",none
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister succinatiphilus,"(Morotomi et al., 2008)",NZ_JH591187.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megamonas funiformis,"(Sakon et al., 2008)",NZ_JH601090.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megamonas hypermegale,"(Moore & Holdeman, 1974; Shah & Collins, 1982)",NC_021041.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megasphaera elsdenii,"(Finegold et al., 1974)",NC_015873.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Mitsuokella jalaludinii,"(Ley et al., 2006)",none
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Mitsuokella multacida,"(Mitsuoka et al., 1974; Shah & Collins, 1982)",NZ_GG697141.2
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Negativicoccus succinicivorans,"(Lagier et al., 2012)",none
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Selenomonas ruminantium,"(Benno et al., 1986)",NC_017068.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella atypica,"(Dal Bello & Hertel, 2006)",AEDS01000049.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella dispar,"(Dal Bello & Hertel, 2006)",NZ_GG667604.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella parvula,"(Veillon & Zuber, 1898)",NC_013520.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella ratti,"(McLaughlin et al., 2010)",NZ_JH992936.1
Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella rogosae,"(Pfleiderer et al., 2013)",none
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium somerae,"(Finegold et al., 2003)",NZ_KI518200.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Clostridium rectum,"(Benno et al., 1984)",none
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium gonidiaformans,"(Finegold et al., 1974)",GG657972.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium mortiferum,"(Moore & Holdeman, 1974)",NZ_GL987988.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium naviforme,"(Holdeman et al., 1976)",none
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium necrogenes,"(Finegold et al., 1974)",none
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium necrophorum,"(Finegold et al., 1974)",NZ_JH590846.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium nucleatum,"(Holdeman et al., 1976)",NZ_ADEE02000002.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium periodonticum,"(Wang et al., 2005)",NZ_GG665898.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium russii,"(Moore & Holdeman, 1974)",NZ_KB906906.1
Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium varium,"(Benno et al., 1989)",NZ_GL987995.1
Fusobacteria,Fusobacteriales,Leptotrichiaceae,Leptotrichia amnionii,"(Bik et al., 2006; Gill et al., 2006)",none
Fusobacteria,Fusobacteriales,Leptotrichiaceae,Leptotrichia buccalis,"(Drasar & Hill, 1974)",NC_013192.1
Lentisphaerae,Victivallales,Victivallaceae,Victivallis vadensis,"(Zoetendal et al., 2003)",none
Planctomycetes,Planctomycetales,Planctomycetaceae,Schlesneria paludicola,"(Lagier et al., 2012)",NZ_JH636434.1
Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas bacteroides,"(Bik et al., 2006)",none
Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas diminuta,"(Walker et al., 2011)",NZ_GL883086.1
Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas terrae,"(Ley et al., 2006)",none
Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas vesicularis,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Phenylobacterium haematophilum,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhizobiales,Aurantimonadaceae,Aurantimonas altamirensis,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium denitrificans,"(Bik et al., 2006)",none
Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium elkanii,"(Walker et al., 2011)",NZ_KB900701.1
Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium japonicum,"(Lepage et al., 2011)",NC_004463.1
Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Afipia birgiae,"(McLaughlin et al., 2010)",NZ_CAJQ01000040.1
Proteobacteria,Alpha-Rhizobiales,Brucellaceae,Ochrobactrum anthropi,"(Holmes et al., 1988)",NC_009667.1 & NC_009668.1
Proteobacteria,Alpha-Rhizobiales,Brucellaceae,Ochrobactrum intermedium,"(Müller et al., 1999)",NZ_ACQA01000001.1
Proteobacteria,Alpha-Rhizobiales,Hyphomicrobiaceae,Pedomicrobium ferrugineum,"(Bik et al., 2006)",none
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium adhaesivum,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium jeotgali,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium mesophilicum,"(Walker et al., 2011)",ANPA01000003.1
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium populi,"(Turnbaugh et al., 2009)",NC_010725.1
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium radiotolerans,"(Lagier et al., 2012)",NC_010505.1
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium zatmanii,"(Dubourg et al., 2013)",none
Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Microvirga massiliensis,"(Lagier et al., 2012)",CAHM01000189.1
Proteobacteria,Alpha-Rhizobiales,Phyllobacteriaceae,Mesorhizobium loti,"(McLaughlin et al., 2010)",NC_002678.2
Proteobacteria,Alpha-Rhizobiales,Phyllobacteriaceae,Phyllobacterium myrsinacearum,"(Mai et al., 2013)",none
Proteobacteria,Alpha-Rhizobiales,Rhizobiaceae,Agrobacterium tumefaciens,"(Walker et al., 2011)",NC_011985.1 & NC_011983.1
Proteobacteria,Alpha-Rhizobiales,Xanthobacteraceae,Ancylobacter polymorphus,"(Lagier et al., 2012)",none
Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus carotinifaciens,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus marinus,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus yeei,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Amaricoccus kaplicensis,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhodospirillales,Acetobacteraceae,Roseomonas mucosa,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Rhodospirillales,Rhodospirillaceae,Skermanella aerolata,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Blastomonas natatoria,"(Dubourg et al., 2013)",none
Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas panni,"(Ley et al., 2006)",none
Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas pseudosanguinis,"(Lagier et al., 2012)",none
Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas paucimobilis,"(McLaughlin et al., 2010)",none
Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas adhaesiva,"(McLaughlin et al., 2010)",none
Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Achromobacter denitrificans,"(Finegold et al., 1974)",none
Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Achromobacter xylosoxidans,"(Lagier et al., 2012)",NC_014640.1
Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Alcaligenes faecalis,"(Petruschky, 1896)",NZ_AKMR01000001.1
Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Bordetella hinzii,"(Walker et al., 2011)",AWNM01000006.1
Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Kerstersia gyiorum,"(Coenye et al., 2003)",none
Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Burkholderia cepacia,"(Wang et al., 2003)",NC_018513.1 & NC_018514.1
Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Cupriavidus metallidurans,"(McLaughlin et al., 2010)",NC_007973.1
Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Lautropia mirabilis,"(Bik et al., 2006)",NZ_GL636062.1
Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Limnobacter thiooxidans,"(McLaughlin et al., 2010)",none
Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Ralstonia mannitolilytica,"(Zoetendal et al., 2002)",none
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Acidovorax facilis,"(McLaughlin et al., 2010)",none
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Aquabacterium commune,"(Wang et al., 2003)",none
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Comamonas kerstersii,"(Lagier et al., 2012)",none
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Comamonas testosteroni,"(McLaughlin et al., 2010)",NC_013446.1
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Delftia acidovorans,"(Bik et al., 2006)",NC_010002.1
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Pelomonas saccharophila,"(Pfleiderer et al., 2013)",none
Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Variovorax boronicumulans,"(McLaughlin et al., 2010)",none
Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Herbaspirillum massiliense,"(Lagier et al., 2012)",HE978634.1
Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Massilia aurea,"(McLaughlin et al., 2010)",none
Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Oxalobacter formigenes,"(Allison et al., 1985)",NZ_GG658170.1
Proteobacteria,Beta-Burkholderiales,Suterellaceae,Parasutterella excrementihominis,"(Nagai et al., 2009)",NZ_GL883760.1
Proteobacteria,Beta-Burkholderiales,Suterellaceae,Parasutterella secunda,"(Morotomi et al., 2011)",none
